ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,2017,2018,2019,2020
FJI,NGDPPC,Fiji,"Gross domestic product per capita, current prices",National currency,Units,"12,504.37","13,093.58","13,145.93","10,684.93"
FJI,NGDPDPC,Fiji,"Gross domestic product per capita, current prices",U.S. dollars,Units,"6,049.89","6,272.73","6,084.97","4,926.67"
FJI,PPPPC,Fiji,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"13,316.59","14,078.54","14,169.27","11,842.56"
FJI,NGAP_NPGDP,Fiji,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
FJI,PPPSH,Fiji,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.01,0.01,0.009,0.008
FJI,PPPEX,Fiji,Implied PPP conversion rate,National currency per current international dollar,,0.939,0.93,0.928,0.902
FJI,NID_NGDP,Fiji,Total investment,Percent of GDP,,19.551,20.358,19.95,19.1
FJI,NGSD_NGDP,Fiji,Gross national savings,Percent of GDP,,,,,
FJI,PCPI,Fiji,"Inflation, average consumer prices",Index,,116.408,121.159,123.307,120.107
FJI,PCPIPCH,Fiji,"Inflation, average consumer prices",Percent change,,3.348,4.081,1.773,-2.595
FJI,PCPIE,Fiji,"Inflation, end of period consumer prices",Index,,116.917,122.586,121.516,118.093
FJI,PCPIEPCH,Fiji,"Inflation, end of period consumer prices",Percent change,,2.822,4.849,-0.873,-2.817
FJI,TM_RPCH,Fiji,Volume of imports of goods and services,Percent change,,,,,
FJI,TMG_RPCH,Fiji,Volume of Imports of goods,Percent change,,,,,
FJI,TX_RPCH,Fiji,Volume of exports of goods and services,Percent change,,,,,
FJI,TXG_RPCH,Fiji,Volume of exports of goods,Percent change,,,,,
FJI,LUR,Fiji,Unemployment rate,Percent of total labor force,,4.5,4.5,4.5,13.351
FJI,LE,Fiji,Employment,Persons,Millions,,n/a,,
FJI,LP,Fiji,Population,Persons,Millions,0.885,0.89,0.895,0.9
FJI,GGR,Fiji,General government revenue,National currency,Billions,2.799,3.205,3.137,2.475
FJI,GGR_NGDP,Fiji,General government revenue,Percent of GDP,,26.019,28.102,26.779,23.55
FJI,GGX,Fiji,General government total expenditure,National currency,Billions,3.024,3.705,3.561,3.322
FJI,GGX_NGDP,Fiji,General government total expenditure,Percent of GDP,,28.114,32.478,30.392,31.612
FJI,GGXCNL,Fiji,General government net lending/borrowing,National currency,Billions,-0.225,-0.499,-0.423,-0.847
FJI,GGXCNL_NGDP,Fiji,General government net lending/borrowing,Percent of GDP,,-2.094,-4.376,-3.613,-8.062
FJI,GGSB,Fiji,General government structural balance,National currency,Billions,,,,
FJI,GGSB_NPGDP,Fiji,General government structural balance,Percent of potential GDP,,,,,
FJI,GGXONLB,Fiji,General government primary net lending/borrowing,National currency,Billions,0.05,-0.21,-0.1,-0.502
FJI,GGXONLB_NGDP,Fiji,General government primary net lending/borrowing,Percent of GDP,,0.461,-1.837,-0.857,-4.778
FJI,GGXWDN,Fiji,General government net debt,National currency,Billions,4.625,5.168,5.678,6.619
FJI,GGXWDN_NGDP,Fiji,General government net debt,Percent of GDP,,42.993,45.31,48.464,62.989
FJI,GGXWDG,Fiji,General government gross debt,National currency,Billions,4.672,5.221,5.735,6.686
FJI,GGXWDG_NGDP,Fiji,General government gross debt,Percent of GDP,,43.427,45.767,48.954,63.625
FJI,NGDP_FY,Fiji,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,10.758,11.407,11.716,10.509
FJI,BCA,Fiji,Current account balance,U.S. dollars,Billions,-0.356,-0.472,-0.698,-0.608
FJI,BCA_NGDPD,Fiji,Current account balance,Percent of GDP,,-6.648,-8.463,-12.83,-13.712
FIN,NGDP_R,Finland,"Gross domestic product, constant prices",National currency,Billions,224.266,226.822,229.599,224.192
FIN,NGDP_RPCH,Finland,"Gross domestic product, constant prices",Percent change,,3.192,1.14,1.224,-2.355
FIN,NGDP,Finland,"Gross domestic product, current prices",National currency,Billions,226.301,233.462,239.858,238.038
FIN,NGDPD,Finland,"Gross domestic product, current prices",U.S. dollars,Billions,255.558,275.833,268.545,271.668
FIN,PPPGDP,Finland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,262.075,271.435,279.686,276.664
FIN,NGDP_D,Finland,"Gross domestic product, deflator",Index,,100.907,102.927,104.468,106.176
FIN,NGDPRPC,Finland,"Gross domestic product per capita, constant prices",National currency,Units,"40,751.21","41,142.15","41,609.71","40,575.59"
FIN,NGDPRPPPPC,Finland,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"47,621.51","48,078.36","48,624.75","47,416.29"
FIN,NGDPPC,Finland,"Gross domestic product per capita, current prices",National currency,Units,"41,120.99","42,346.54","43,468.92","43,081.52"
FIN,NGDPDPC,Finland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"46,437.21","50,032.02","48,667.72","49,168.16"
FIN,PPPPC,Finland,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"47,621.51","49,234.27","50,686.88","50,072.22"
FIN,NGAP_NPGDP,Finland,Output gap in percent of potential GDP,Percent of potential GDP,,0.315,0.385,0.479,-2.849
FIN,PPPSH,Finland,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.214,0.209,0.206,0.207
FIN,PPPEX,Finland,Implied PPP conversion rate,National currency per current international dollar,,0.863,0.86,0.858,0.86
FIN,NID_NGDP,Finland,Total investment,Percent of GDP,,23.977,25.237,24.063,24.493
FIN,NGSD_NGDP,Finland,Gross national savings,Percent of GDP,,23.174,23.392,23.763,25.023
FIN,PCPI,Finland,"Inflation, average consumer prices",Index,,101.232,102.415,103.579,103.976
FIN,PCPIPCH,Finland,"Inflation, average consumer prices",Percent change,,0.839,1.169,1.137,0.383
FIN,PCPIE,Finland,"Inflation, end of period consumer prices",Index,,101.59,102.93,104.1,104.3
FIN,PCPIEPCH,Finland,"Inflation, end of period consumer prices",Percent change,,0.505,1.319,1.137,0.192
FIN,TM_RPCH,Finland,Volume of imports of goods and services,Percent change,,4.314,5.732,2.364,-6.157
FIN,TMG_RPCH,Finland,Volume of Imports of goods,Percent change,,5.21,3.843,0.03,-3.473
FIN,TX_RPCH,Finland,Volume of exports of goods and services,Percent change,,8.822,1.503,6.675,-7.764
FIN,TXG_RPCH,Finland,Volume of exports of goods,Percent change,,8.8,0.815,3.936,-4.527
FIN,LUR,Finland,Unemployment rate,Percent of total labor force,,8.825,7.425,6.725,7.767
FIN,LE,Finland,Employment,Persons,Millions,2.438,2.507,2.533,2.494
FIN,LP,Finland,Population,Persons,Millions,5.503,5.513,5.518,5.525
FIN,GGR,Finland,General government revenue,National currency,Billions,119.891,122.628,125.661,122.844
FIN,GGR_NGDP,Finland,General government revenue,Percent of GDP,,52.979,52.526,52.39,51.607
FIN,GGX,Finland,General government total expenditure,National currency,Billions,121.371,124.623,127.936,136.124
FIN,GGX_NGDP,Finland,General government total expenditure,Percent of GDP,,53.633,53.38,53.338,57.186
FIN,GGXCNL,Finland,General government net lending/borrowing,National currency,Billions,-1.48,-1.995,-2.275,-13.28
FIN,GGXCNL_NGDP,Finland,General government net lending/borrowing,Percent of GDP,,-0.654,-0.855,-0.948,-5.579
FIN,GGSB,Finland,General government structural balance,National currency,Billions,-2.117,-2.435,-3.127,-8.383
FIN,GGSB_NPGDP,Finland,General government structural balance,Percent of potential GDP,,-0.938,-1.047,-1.31,-3.421
FIN,GGXONLB,Finland,General government primary net lending/borrowing,National currency,Billions,-0.894,-1.611,-1.908,-13.007
FIN,GGXONLB_NGDP,Finland,General government primary net lending/borrowing,Percent of GDP,,-0.395,-0.69,-0.795,-5.464
FIN,GGXWDN,Finland,General government net debt,National currency,Billions,49.378,57.125,64.734,79.126
FIN,GGXWDN_NGDP,Finland,General government net debt,Percent of GDP,,21.82,24.469,26.988,33.241
FIN,GGXWDG,Finland,General government gross debt,National currency,Billions,149.457,151.384,155.613,177.906
FIN,GGXWDG_NGDP,Finland,General government gross debt,Percent of GDP,,66.043,64.843,64.877,74.738
FIN,NGDP_FY,Finland,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,226.301,233.462,239.858,238.038
FIN,BCA,Finland,Current account balance,U.S. dollars,Billions,-2.052,-5.089,-0.805,1.44
FIN,BCA_NGDPD,Finland,Current account balance,Percent of GDP,,-0.803,-1.845,-0.3,0.53
FRA,NGDP_R,France,"Gross domestic product, constant prices",National currency,Billions,"2,250.32","2,291.24","2,334.52","2,155.18"
FRA,NGDP_RPCH,France,"Gross domestic product, constant prices",Percent change,,2.46,1.818,1.889,-7.682
FRA,NGDP,France,"Gross domestic product, current prices",National currency,Billions,"2,297.24","2,363.31","2,437.64","2,317.83"
FRA,NGDPD,France,"Gross domestic product, current prices",U.S. dollars,Billions,"2,594.24","2,792.22","2,729.17","2,645.30"
FRA,PPPGDP,France,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"2,997.30","3,125.17","3,241.31","3,031.37"
FRA,NGDP_D,France,"Gross domestic product, deflator",Index,,102.085,103.145,104.417,107.547
FRA,NGDPRPC,France,"Gross domestic product per capita, constant prices",National currency,Units,"34,813.65","35,334.66","35,862.30","33,019.95"
FRA,NGDPRPPPPC,France,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"46,369.70","47,063.66","47,766.45","43,980.60"
FRA,NGDPPC,France,"Gross domestic product per capita, current prices",National currency,Units,"35,539.49","36,446.00","37,446.33","35,511.91"
FRA,NGDPDPC,France,"Gross domestic product per capita, current prices",U.S. dollars,Units,"40,134.13","43,060.59","41,924.84","40,529.09"
FRA,PPPPC,France,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"46,369.70","48,195.17","49,792.18","46,444.08"
FRA,NGAP_NPGDP,France,Output gap in percent of potential GDP,Percent of potential GDP,,-1.547,-0.824,0,-4.727
FRA,PPPSH,France,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,2.447,2.406,2.386,2.272
FRA,PPPEX,France,Implied PPP conversion rate,National currency per current international dollar,,0.766,0.756,0.752,0.765
FRA,NID_NGDP,France,Total investment,Percent of GDP,,23.436,23.857,24.365,24.086
FRA,NGSD_NGDP,France,Gross national savings,Percent of GDP,,22.67,23.026,24.877,22.468
FRA,PCPI,France,"Inflation, average consumer prices",Index,,101.473,103.602,104.945,105.498
FRA,PCPIPCH,France,"Inflation, average consumer prices",Percent change,,1.165,2.098,1.297,0.526
FRA,PCPIE,France,"Inflation, end of period consumer prices",Index,,102.23,104.2,105.93,105.653
FRA,PCPIEPCH,France,"Inflation, end of period consumer prices",Percent change,,1.268,1.927,1.66,-0.261
FRA,TM_RPCH,France,Volume of imports of goods and services,Percent change,,4.851,2.946,2.471,-12.649
FRA,TMG_RPCH,France,Volume of Imports of goods,Percent change,,6,2.309,2.32,-10.945
FRA,TX_RPCH,France,Volume of exports of goods and services,Percent change,,4.63,4.516,1.641,-17.072
FRA,TXG_RPCH,France,Volume of exports of goods,Percent change,,5.349,3.986,1.799,-15.325
FRA,LUR,France,Unemployment rate,Percent of total labor force,,9.408,9.017,8.425,8.025
FRA,LE,France,Employment,Persons,Millions,27.045,27.174,27.389,27.415
FRA,LP,France,Population,Persons,Millions,64.639,64.844,65.097,65.269
FRA,GGR,France,General government revenue,National currency,Billions,"1,230.06","1,260.96","1,274.57","1,213.68"
FRA,GGR_NGDP,France,General government revenue,Percent of GDP,,53.545,53.356,52.287,52.363
FRA,GGX,France,General government total expenditure,National currency,Billions,"1,298.02","1,315.05","1,349.28","1,421.92"
FRA,GGX_NGDP,France,General government total expenditure,Percent of GDP,,56.503,55.645,55.352,61.347
FRA,GGXCNL,France,General government net lending/borrowing,National currency,Billions,-67.962,-54.095,-74.705,-208.236
FRA,GGXCNL_NGDP,France,General government net lending/borrowing,Percent of GDP,,-2.958,-2.289,-3.065,-8.984
FRA,GGSB,France,General government structural balance,National currency,Billions,-44.175,-36.674,-51.405,-141.878
FRA,GGSB_NPGDP,France,General government structural balance,Percent of potential GDP,,-1.893,-1.539,-2.109,-5.832
FRA,GGXONLB,France,General government primary net lending/borrowing,National currency,Billions,-30.429,-16.07,-41.611,-181.034
FRA,GGXONLB_NGDP,France,General government primary net lending/borrowing,Percent of GDP,,-1.325,-0.68,-1.707,-7.811
FRA,GGXWDN,France,General government net debt,National currency,Billions,"2,053.20","2,109.00","2,166.60","2,346.50"
FRA,GGXWDN_NGDP,France,General government net debt,Percent of GDP,,89.377,89.239,88.881,101.237
FRA,GGXWDG,France,General government gross debt,National currency,Billions,"2,254.30","2,310.90","2,374.90","2,657.40"
FRA,GGXWDG_NGDP,France,General government gross debt,Percent of GDP,,98.131,97.783,97.426,114.65
FRA,NGDP_FY,France,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"2,297.24","2,363.31","2,437.64","2,317.83"
FRA,BCA,France,Current account balance,U.S. dollars,Billions,-19.888,-23.212,13.99,-42.801
FRA,BCA_NGDPD,France,Current account balance,Percent of GDP,,-0.767,-0.831,0.513,-1.618
GAB,NGDP_R,Gabon,"Gross domestic product, constant prices",National currency,Billions,"5,484.69","5,534.53","5,746.14","5,641.85"
GAB,NGDP_RPCH,Gabon,"Gross domestic product, constant prices",Percent change,,0.473,0.909,3.823,-1.815
GAB,NGDP,Gabon,"Gross domestic product, current prices",National currency,Billions,"8,669.07","9,343.90","9,856.68","8,814.84"
GAB,NGDPD,Gabon,"Gross domestic product, current prices",U.S. dollars,Billions,14.924,16.83,16.824,15.337
GAB,PPPGDP,Gabon,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,30.987,32.02,33.841,33.66
GAB,NGDP_D,Gabon,"Gross domestic product, deflator",Index,,158.059,168.829,171.536,156.24
GAB,NGDPRPC,Gabon,"Gross domestic product per capita, constant prices",National currency,Units,"2,708,570.88","2,696,096.80","2,761,980.13","2,676,699.83"
GAB,NGDPRPPPPC,Gabon,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"15,302.64","15,232.16","15,604.39","15,122.58"
GAB,NGDPPC,Gabon,"Gross domestic product per capita, current prices",National currency,Units,"4,281,153.51","4,551,797.18","4,737,784.93","4,182,087.59"
GAB,NGDPDPC,Gabon,"Gross domestic product per capita, current prices",U.S. dollars,Units,"7,370.35","8,198.56","8,086.53","7,276.30"
GAB,PPPPC,Gabon,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"15,302.64","15,598.38","16,266.16","15,969.64"
GAB,NGAP_NPGDP,Gabon,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
GAB,PPPSH,Gabon,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.025,0.025,0.025,0.025
GAB,PPPEX,Gabon,Implied PPP conversion rate,National currency per current international dollar,,279.766,291.812,291.266,261.877
GAB,NID_NGDP,Gabon,Total investment,Percent of GDP,,31.274,28.376,31.588,30.402
GAB,NGSD_NGDP,Gabon,Gross national savings,Percent of GDP,,22.621,23.514,26.577,23.505
GAB,PCPI,Gabon,"Inflation, average consumer prices",Index,,128.734,134.884,137.611,139.954
GAB,PCPIPCH,Gabon,"Inflation, average consumer prices",Percent change,,2.652,4.777,2.022,1.703
GAB,PCPIE,Gabon,"Inflation, end of period consumer prices",Index,,129.112,137.185,138.586,140.738
GAB,PCPIEPCH,Gabon,"Inflation, end of period consumer prices",Percent change,,1.057,6.253,1.021,1.553
GAB,TM_RPCH,Gabon,Volume of imports of goods and services,Percent change,,6.159,-0.189,7.277,-0.727
GAB,TMG_RPCH,Gabon,Volume of Imports of goods,Percent change,,6.159,-0.189,7.277,-0.727
GAB,TX_RPCH,Gabon,Volume of exports of goods and services,Percent change,,-8.236,-2.101,6.728,18.871
GAB,TXG_RPCH,Gabon,Volume of exports of goods,Percent change,,-8.236,-2.101,6.728,18.871
GAB,LUR,Gabon,Unemployment rate,Percent of total labor force,,,,,
GAB,LE,Gabon,Employment,Persons,Millions,,n/a,,
GAB,LP,Gabon,Population,Persons,Millions,2.025,2.053,2.08,2.108
GAB,GGR,Gabon,General government revenue,National currency,Billions,"1,422.98","1,580.82","1,931.33","1,552.95"
GAB,GGR_NGDP,Gabon,General government revenue,Percent of GDP,,16.414,16.918,19.594,17.617
GAB,GGX,Gabon,General government total expenditure,National currency,Billions,"1,570.29","1,600.63","1,721.04","1,746.34"
GAB,GGX_NGDP,Gabon,General government total expenditure,Percent of GDP,,18.114,17.13,17.461,19.811
GAB,GGXCNL,Gabon,General government net lending/borrowing,National currency,Billions,-147.309,-19.809,210.291,-193.391
GAB,GGXCNL_NGDP,Gabon,General government net lending/borrowing,Percent of GDP,,-1.699,-0.212,2.133,-2.194
GAB,GGSB,Gabon,General government structural balance,National currency,Billions,,,,
GAB,GGSB_NPGDP,Gabon,General government structural balance,Percent of potential GDP,,,,,
GAB,GGXONLB,Gabon,General government primary net lending/borrowing,National currency,Billions,71.698,205.234,435.187,103.542
GAB,GGXONLB_NGDP,Gabon,General government primary net lending/borrowing,Percent of GDP,,0.827,2.196,4.415,1.175
